genre,gross
Comedy,20422207.0
Drama,20422207.0
Romance,20422207.0
Comedy,28644770.0
Romance,28644770.0
Comedy,21800302.0
Drama,21800302.0
Romance,21800302.0
Sport,21800302.0
Crime,21129348.0
Drama,21129348.0
Romance,21129348.0
Thriller,21129348.0
Action,18500966.0
Horror,18500966.0
Sci-Fi,18500966.0
Thriller,18500966.0
Action,19976073.0
Crime,19976073.0
Drama,19976073.0
Thriller,19976073.0
Action,18967571.0
Crime,18967571.0
Thriller,18967571.0
Action,17100000.0
Adventure,17100000.0
Crime,17100000.0
Drama,17100000.0
Romance,17100000.0
Action,17266505.0
Comedy,17266505.0
Horror,17266505.0
Comedy,32357532.0
Drama,32357532.0
Romance,32357532.0
Crime,16930884.0
Drama,16930884.0
Mystery,16930884.0
Thriller,16930884.0
Drama,18324242.0
Comedy,16323969.0
Crime,16323969.0
Thriller,16323969.0
Drama,16999046.0
Horror,16999046.0
Sci-Fi,16999046.0
Action,16295774.0
Adventure,16295774.0
Comedy,16295774.0
Romance,16295774.0
Sci-Fi,16295774.0
Crime,15709385.0
Drama,15709385.0
Thriller,15709385.0
Adventure,14888028.0
Horror,14888028.0
Thriller,14888028.0
Comedy,14208384.0
Romance,14208384.0
Drama,12831121.0
Mystery,12831121.0
Romance,12831121.0
Thriller,12831121.0
Comedy,18298649.0
Horror,18298649.0
Biography,12712093.0
Drama,12712093.0
History,12712093.0
Romance,12712093.0
Action,11576087.0
Adventure,11576087.0
Sci-Fi,11576087.0
Drama,11900000.0
Fantasy,11900000.0
Thriller,11900000.0
Action,9353573.0
Adventure,9353573.0
Fantasy,9353573.0
Sci-Fi,9353573.0
Thriller,9353573.0
Action,12026670.0
Crime,12026670.0
Thriller,12026670.0
Drama,14334645.0
Horror,14334645.0
Sci-Fi,14334645.0
Thriller,14334645.0
Comedy,12189514.0
Romance,12189514.0
Animation,10134754.0
Comedy,10134754.0
Family,10134754.0
Drama,8535575.0
Adventure,7689458.0
Fantasy,7689458.0
Mystery,7689458.0
Crime,19316646.0
Thriller,19316646.0
Action,10965209.0
Crime,10965209.0
Drama,10965209.0
Thriller,10965209.0
Drama,26830000.0
History,26830000.0
War,26830000.0
Crime,5300000.0
Drama,5300000.0
Action,10880926.0
Crime,10880926.0
Drama,10880926.0
Thriller,10880926.0
Drama,3752725.0
Romance,3752725.0
Action,3517797.0
Crime,3517797.0
Drama,3517797.0
Romance,3517797.0
Thriller,3517797.0
Biography,2975649.0
Drama,2975649.0
Romance,2975649.0
Action,668171.0
Drama,668171.0
Fantasy,668171.0
Action,480314.0
Adventure,480314.0
Biography,3904982.0
Crime,3904982.0
Drama,3904982.0
History,3904982.0
Western,3904982.0
Action,127437.0
Adventure,127437.0
Drama,127437.0
History,127437.0
War,127437.0
Action,537580.0
Biography,537580.0
Crime,537580.0
Drama,537580.0
Comedy,183436380.0
Music,183436380.0
Biography,119518352.0
Drama,119518352.0
Music,119518352.0
Romance,119518352.0
Comedy,37036404.0
Drama,37036404.0
Romance,37036404.0
Adventure,22359293.0
Comedy,22359293.0
Family,22359293.0
Fantasy,22359293.0
Drama,18593156.0
Comedy,16930185.0
Romance,16930185.0
Comedy,63034755.0
Biography,5899797.0
Drama,5899797.0
History,5899797.0
Comedy,4554569.0
Drama,4554569.0
Comedy,17016190.0
Fantasy,17016190.0
Horror,17016190.0
Thriller,17016190.0
Drama,6301131.0
Mystery,6301131.0
Sci-Fi,6301131.0
Thriller,6301131.0
Adventure,217350219.0
Animation,217350219.0
Comedy,217350219.0
Family,217350219.0
Fantasy,217350219.0
Musical,217350219.0
Romance,217350219.0
Biography,161029270.0
Crime,161029270.0
Drama,161029270.0
History,161029270.0
Music,161029270.0
Action,179870271.0
Adventure,179870271.0
Adventure,100491683.0
Animation,100491683.0
Comedy,100491683.0
Drama,100491683.0
Family,100491683.0
Musical,100491683.0
Crime,74058698.0
Drama,74058698.0
Thriller,74058698.0
Action,55845943.0
Crime,55845943.0
Thriller,55845943.0
Action,81350242.0
Thriller,81350242.0
Comedy,67266300.0
Biography,70235322.0
Comedy,70235322.0
Drama,70235322.0
History,70235322.0
Comedy,7443007.0
Drama,7443007.0
Music,7443007.0
Biography,64371181.0
Drama,64371181.0
History,64371181.0
Sport,64371181.0
Action,58885635.0
Horror,58885635.0
Thriller,58885635.0
Comedy,60400856.0
Romance,60400856.0
Comedy,52353636.0
Drama,52353636.0
Mystery,51475962.0
Thriller,51475962.0
Comedy,63910583.0
Romance,63910583.0
Action,62300000.0
Adventure,62300000.0
Thriller,62300000.0
Comedy,49968653.0
Romance,49968653.0
Action,44450000.0
Crime,44450000.0
Sci-Fi,44450000.0
Thriller,44450000.0
Comedy,45162741.0
Drama,71346930.0
Romance,71346930.0
Thriller,71346930.0
Comedy,39514713.0
Family,39514713.0
Fantasy,39514713.0
Comedy,43097652.0
Drama,43097652.0
Romance,43097652.0
Action,48043505.0
Comedy,48043505.0
Action,37053924.0
Comedy,37053924.0
Crime,37053924.0
Action,33000377.0
Fantasy,33000377.0
Horror,33000377.0
Thriller,33000377.0
Comedy,66950483.0
Family,66950483.0
Drama,38372662.0
Romance,38372662.0
Sci-Fi,27000000.0
Thriller,27000000.0
Adventure,31600000.0
Biography,31600000.0
Action,30688364.0
Drama,30688364.0
Thriller,30688364.0
Crime,28563179.0
Drama,28563179.0
Thriller,28563179.0
Drama,16779636.0
Horror,16779636.0
Thriller,16779636.0
Comedy,17324744.0
Fantasy,17324744.0
Romance,17324744.0
Comedy,8888143.0
Drama,8888143.0
Sport,8888143.0
Action,24268828.0
Comedy,24268828.0
Family,24268828.0
Comedy,8119205.0
Family,8119205.0
Fantasy,8119205.0
Action,8434601.0
Horror,8434601.0
Sci-Fi,8434601.0
Comedy,6998324.0
Drama,6998324.0
Action,10907291.0
Horror,10907291.0
Romance,10907291.0
Biography,5532301.0
Drama,5532301.0
History,5532301.0
War,5532301.0
Comedy,2775593.0
Drama,2775593.0
Romance,2775593.0
Action,28751715.0
Comedy,28751715.0
Crime,28751715.0
Action,20285518.0
Crime,20285518.0
Drama,20285518.0
Thriller,20285518.0
Action,67900000.0
Adventure,67900000.0
Thriller,67900000.0
Comedy,148734225.0
Romance,148734225.0
Drama,49185998.0
Comedy,42168445.0
Drama,42168445.0
Romance,42168445.0
Adventure,26400000.0
Drama,26400000.0
History,26400000.0
Crime,17508670.0
Drama,17508670.0
Romance,17508670.0
Thriller,17508670.0
Drama,9664316.0
Thriller,9664316.0
Action,74888996.0
Adventure,74888996.0
Sci-Fi,74888996.0
Thriller,74888996.0
Drama,69586544.0
Adventure,362645141.0
Drama,362645141.0
Family,362645141.0
Fantasy,362645141.0
Crime,60491560.0
Drama,60491560.0
Mystery,60491560.0
Thriller,60491560.0
Action,54200000.0
Comedy,54200000.0
Crime,54200000.0
Music,54200000.0
Comedy,30920167.0
Music,30920167.0
Comedy,40566655.0
Drama,40566655.0
Romance,40566655.0
Action,31768374.0
Comedy,31768374.0
Horror,31768374.0
Crime,22494487.0
Drama,22494487.0
Mystery,22494487.0
Thriller,22494487.0
Adventure,21500000.0
Drama,21500000.0
History,21500000.0
Drama,4463292.0
History,4463292.0
Thriller,4463292.0
Action,14337579.0
Drama,14337579.0
Fantasy,14337579.0
Mystery,14337579.0
Sci-Fi,14337579.0
Thriller,14337579.0
Biography,13823741.0
Drama,13823741.0
History,13823741.0
Romance,13823741.0
Action,10297897.0
Crime,10297897.0
Drama,10297897.0
History,10297897.0
Western,10297897.0
Horror,13248477.0
Mystery,13248477.0
Thriller,13248477.0
Crime,8712564.0
Drama,8712564.0
Mystery,8712564.0
Thriller,8712564.0
Comedy,7486906.0
Drama,7486906.0
Family,7486906.0
Action,38536376.0
Adventure,38536376.0
Comedy,38536376.0
Family,38536376.0
Sci-Fi,38536376.0
Crime,41008532.0
Drama,41008532.0
Thriller,41008532.0
Action,5204007.0
Comedy,5204007.0
Crime,5204007.0
Thriller,5204007.0
Comedy,4485485.0
Crime,4485485.0
Drama,4485485.0
Crime,4476235.0
Horror,4476235.0
Mystery,4476235.0
Thriller,4476235.0
Comedy,1089365.0
Drama,1089365.0
Drama,763044.0
Thriller,763044.0
Action,20819129.0
Comedy,20819129.0
Crime,20819129.0
Comedy,110222438.0
Family,110222438.0
Fantasy,110222438.0
Music,110222438.0
Romance,110222438.0
Comedy,109243478.0
Romance,109243478.0
Comedy,100241322.0
Drama,100241322.0
Romance,100241322.0
Crime,25977365.0
Drama,25977365.0
Mystery,25977365.0
Thriller,25977365.0
Action,91457688.0
Comedy,91457688.0
Crime,91457688.0
Action,87341380.0
Comedy,87341380.0
Crime,87341380.0
Comedy,65703412.0
Drama,65703412.0
Romance,65703412.0
Drama,58328680.0
Romance,58328680.0
Western,58328680.0
Drama,61490000.0
Horror,61490000.0
Sci-Fi,61490000.0
Thriller,61490000.0
Drama,50800000.0
History,50800000.0
War,50800000.0
Mystery,57859105.0
Thriller,57859105.0
Horror,46455802.0
Thriller,46455802.0
Adventure,45506619.0
Comedy,45506619.0
Crime,45506619.0
Music,45506619.0
Action,40168080.0
Fantasy,40168080.0
Horror,40168080.0
Comedy,49874933.0
Crime,49874933.0
Drama,49874933.0
Comedy,45489752.0
Drama,45489752.0
Romance,45489752.0
Action,36985501.0
Adventure,36985501.0
Comedy,36985501.0
Sci-Fi,36985501.0
Thriller,36985501.0
Action,33200000.0
Crime,33200000.0
Drama,33200000.0
Western,33200000.0
Drama,28501651.0
Thriller,28501651.0
Action,23222861.0
Adventure,23222861.0
Comedy,23222861.0
Family,23222861.0
Romance,23222861.0
Sci-Fi,23222861.0
Comedy,54540525.0
Romance,54540525.0
Drama,16252765.0
Mystery,16252765.0
Romance,16252765.0
Thriller,16252765.0
Crime,16005978.0
Mystery,16005978.0
Thriller,16005978.0
Comedy,14469428.0
Romance,14469428.0
Action,13829734.0
Fantasy,13829734.0
Romance,13829734.0
Sci-Fi,13829734.0
Crime,1075288.0
Drama,1075288.0
Thriller,1075288.0
Comedy,7496522.0
Crime,7496522.0
Mystery,7496522.0
Romance,7496522.0
Adventure,20047715.0
Family,20047715.0
Action,12276810.0
Mystery,12276810.0
Sci-Fi,12276810.0
Thriller,12276810.0
Drama,33565375.0
Mystery,33565375.0
Romance,33565375.0
Thriller,33565375.0
Drama,499263.0
Comedy,219200000.0
Drama,219200000.0
Family,219200000.0
Romance,219200000.0
Drama,172825435.0
Drama,148085755.0
Biography,25517500.0
Drama,25517500.0
History,25517500.0
Action,145000989.0
Thriller,145000989.0
Drama,26761283.0
Romance,26761283.0
Action,121945720.0
Drama,121945720.0
Music,121945720.0
Romance,121945720.0
Biography,96067179.0
Drama,96067179.0
History,96067179.0
Drama,169705587.0
Biography,3254172.0
Drama,3254172.0
Thriller,3254172.0
Adventure,84185387.0
Comedy,84185387.0
Family,84185387.0
Fantasy,84185387.0
Horror,84185387.0
Mystery,84185387.0
Action,82163317.0
Horror,82163317.0
Thriller,82163317.0
Action,80920948.0
Adventure,80920948.0
Animation,80920948.0
Comedy,80920948.0
Family,80920948.0
Sci-Fi,80920948.0
Action,80034302.0
Adventure,80034302.0
Horror,80034302.0
Sci-Fi,80034302.0
Action,78656813.0
Adventure,78656813.0
Comedy,78656813.0
Family,78656813.0
Sci-Fi,78656813.0
Crime,76270454.0
Drama,76270454.0
Thriller,76270454.0
Crime,74273505.0
Drama,74273505.0
Thriller,74273505.0
Action,134141530.0
Comedy,134141530.0
Crime,134141530.0
Romance,134141530.0
Comedy,71500556.0
Drama,71500556.0
Romance,71500556.0
Drama,71309760.0
Romance,71309760.0
Comedy,89808372.0
Comedy,77264926.0
Family,77264926.0
Comedy,70625986.0
Romance,70625986.0
Action,56505065.0
Biography,56505065.0
Drama,56505065.0
History,56505065.0
Romance,56505065.0
Western,56505065.0
Action,55973336.0
Crime,55973336.0
Thriller,55973336.0
Horror,54098051.0
Drama,60443237.0
Romance,60443237.0
Adventure,82234139.0
Drama,82234139.0
Family,82234139.0
Fantasy,82234139.0
Biography,51676606.0
Drama,51676606.0
Family,51676606.0
Comedy,52528330.0
Drama,52528330.0
Action,51533608.0
Adventure,51533608.0
Drama,51533608.0
Thriller,51533608.0
Drama,51097664.0
Horror,51097664.0
Mystery,51097664.0
Thriller,51097664.0
Comedy,84136909.0
Biography,46836394.0
Crime,46836394.0
Drama,46836394.0
Action,47285499.0
Adventure,47285499.0
Comedy,47285499.0
Crime,47285499.0
Family,47285499.0
Romance,47285499.0
Thriller,47285499.0
Comedy,47124400.0
Family,47124400.0
Fantasy,47124400.0
Crime,44700000.0
Drama,44700000.0
Action,44455658.0
Adventure,44455658.0
Comedy,44455658.0
Crime,44455658.0
Biography,43984230.0
Drama,43984230.0
History,43984230.0
Action,66489425.0
Crime,66489425.0
Drama,66489425.0
Thriller,66489425.0
Action,41067398.0
Comedy,41067398.0
Crime,41067398.0
Thriller,41067398.0
Drama,40218903.0
Adventure,39880476.0
Animation,39880476.0
Comedy,39880476.0
Family,39880476.0
Fantasy,39880476.0
Adventure,39399750.0
Animation,39399750.0
Comedy,39399750.0
Family,39399750.0
Fantasy,39399750.0
Musical,39399750.0
Action,38230435.0
Comedy,38230435.0
Comedy,39008741.0
Drama,39008741.0
Family,39008741.0
Romance,39008741.0
Action,36833473.0
Crime,36833473.0
Drama,36833473.0
Thriller,36833473.0
Comedy,48237389.0
Romance,48237389.0
Biography,36447959.0
Drama,36447959.0
Sport,36447959.0
Drama,45089048.0
Romance,45089048.0
Sci-Fi,45089048.0
Comedy,35990505.0
Drama,35990505.0
Family,35990505.0
Romance,35990505.0
Horror,35143332.0
Comedy,35000629.0
Romance,35000629.0
Action,34604054.0
Crime,34604054.0
Drama,34604054.0
Thriller,34604054.0
Drama,41597830.0
Romance,41597830.0
Comedy,33687630.0
Romance,33687630.0
Comedy,32553210.0
Family,32553210.0
Action,31526393.0
Adventure,31526393.0
Horror,31526393.0
Thriller,31526393.0
Crime,41229.0
Drama,41229.0
Thriller,41229.0
Drama,31655091.0
Music,31655091.0
Biography,30012990.0
Drama,30012990.0
History,30012990.0
Comedy,32368960.0
Fantasy,32368960.0
Horror,32368960.0
Romance,32368960.0
Action,14500000.0
Drama,14500000.0
History,14500000.0
War,14500000.0
Comedy,29247405.0
Family,29247405.0
Music,29247405.0
Action,25615792.0
Comedy,25615792.0
Music,25615792.0
Crime,28341469.0
Drama,28341469.0
Adventure,25590119.0
Comedy,25590119.0
Crime,25590119.0
Comedy,24944213.0
Sport,24944213.0
Crime,33631221.0
Drama,33631221.0
Thriller,33631221.0
Drama,37738400.0
Comedy,21835784.0
Drama,21835784.0
Romance,21835784.0
Biography,15785632.0
Comedy,15785632.0
Drama,15785632.0
Sport,15785632.0
Drama,21554585.0
Sport,21554585.0
Comedy,22200000.0
Drama,22200000.0
Romance,22200000.0
Action,23527955.0
Crime,23527955.0
Drama,23527955.0
Mystery,23527955.0
Thriller,23527955.0
Fantasy,24042490.0
Horror,24042490.0
Thriller,24042490.0
Action,22466994.0
Crime,22466994.0
Thriller,22466994.0
Comedy,17791031.0
Drama,17791031.0
Romance,17791031.0
Thriller,17791031.0
Comedy,17718223.0
Action,15361537.0
Crime,15361537.0
Thriller,15361537.0
Adventure,16647384.0
Comedy,16647384.0
Family,16647384.0
Romance,16647384.0
Drama,16118077.0
Adventure,15091542.0
Family,15091542.0
Fantasy,15091542.0
Musical,15091542.0
Drama,15045676.0
Fantasy,15045676.0
Mystery,15045676.0
Thriller,15045676.0
Horror,17427926.0
Comedy,14983572.0
Drama,14983572.0
Romance,14983572.0
Horror,14637490.0
Mystery,14637490.0
Thriller,14637490.0
Comedy,14589444.0
Drama,14589444.0
Romance,14589444.0
Action,14095303.0
Crime,14095303.0
Mystery,14095303.0
Romance,14095303.0
Thriller,14095303.0
Comedy,13973532.0
Crime,13973532.0
Biography,1865774.0
Crime,1865774.0
Drama,1865774.0
History,1865774.0
Thriller,1865774.0
Horror,18860403.0
Thriller,18860403.0
Drama,13038660.0
Drama,28831145.0
Sport,28831145.0
Crime,11538204.0
Drama,11538204.0
History,11538204.0
Biography,11008432.0
Drama,11008432.0
Sport,11008432.0
Biography,12188642.0
Drama,12188642.0
History,12188642.0
Action,11100000.0
Adventure,11100000.0
Comedy,11100000.0
Fantasy,11100000.0
Drama,13651662.0
Sport,13651662.0
Biography,11030963.0
Drama,11030963.0
Thriller,11030963.0
War,11030963.0
Drama,10769960.0
History,10769960.0
War,10769960.0
Drama,10911750.0
War,10911750.0
Drama,10719367.0
Music,10719367.0
Mystery,10719367.0
Romance,10719367.0
Thriller,10719367.0
Drama,10114315.0
Mystery,10114315.0
Thriller,10114315.0
Horror,49122319.0
Thriller,49122319.0
Comedy,10070000.0
Drama,10070000.0
Romance,10070000.0
Action,10324441.0
Drama,10324441.0
Thriller,10324441.0
Comedy,7156933.0
Drama,7156933.0
Action,9286314.0
Crime,9286314.0
Drama,9286314.0
Thriller,9286314.0
Adventure,56692.0
Drama,56692.0
Action,5654777.0
Comedy,5654777.0
Crime,5654777.0
Drama,5654777.0
Thriller,5654777.0
Comedy,5516708.0
Romance,5516708.0
Biography,5128124.0
Drama,5128124.0
Sport,5128124.0
Action,34014398.0
Adventure,34014398.0
Crime,34014398.0
Drama,34014398.0
Thriller,34014398.0
Action,4064333.0
Comedy,4064333.0
Sci-Fi,4064333.0
Comedy,4006906.0
Crime,4006906.0
Drama,3073392.0
Mystery,3073392.0
Sci-Fi,3073392.0
Thriller,3073392.0
Action,1550000.0
Adventure,1550000.0
Fantasy,1550000.0
Horror,1550000.0
Crime,871527.0
Drama,871527.0
Mystery,871527.0
Thriller,871527.0
Biography,777423.0
Drama,777423.0
Sport,777423.0
Drama,1186957.0
Crime,85433.0
Drama,85433.0
Mystery,85433.0
Romance,85433.0
Crime,1697956.0
Drama,1697956.0
Comedy,183662.0
Drama,183662.0
Comedy,134904.0
Drama,134904.0
Romance,134904.0
Sport,134904.0
Crime,16969390.0
Drama,16969390.0
Thriller,16969390.0
Drama,34700000.0
Romance,34700000.0
Adventure,717753.0
Drama,717753.0
Adventure,109713132.0
Comedy,109713132.0
Sci-Fi,109713132.0
Drama,70269171.0
Sport,70269171.0
Action,28772222.0
Crime,28772222.0
Sport,28772222.0
Thriller,28772222.0
Horror,101334374.0
Mystery,101334374.0
Action,1512815.0
Drama,1512815.0
Western,1512815.0
Comedy,65182182.0
Romance,65182182.0
Comedy,57262492.0
Crime,57262492.0
Drama,80000000.0
Music,80000000.0
Romance,80000000.0
Comedy,74608545.0
Comedy,41895491.0
Drama,41895491.0
Fantasy,41895491.0
Horror,39989008.0
Mystery,39989008.0
Comedy,32662299.0
Drama,32662299.0
Romance,32662299.0
Comedy,31452765.0
Romance,31452765.0
Comedy,25167270.0
Crime,25167270.0
Drama,25167270.0
Comedy,32416109.0
War,32416109.0
Action,20218.0
Comedy,20218.0
Crime,20218.0
Thriller,20218.0
Biography,28871190.0
Drama,28871190.0
Comedy,16964743.0
Romance,16964743.0
Adventure,16290976.0
Comedy,16290976.0
Family,16290976.0
Fantasy,16290976.0
Music,16290976.0
Sci-Fi,16290976.0
Adventure,13000000.0
Family,13000000.0
Fantasy,13000000.0
Music,13000000.0
Musical,13000000.0
Comedy,12372410.0
Sport,12372410.0
Comedy,8427204.0
Drama,8427204.0
Sport,8427204.0
Comedy,9639242.0
Romance,9639242.0
Comedy,25003072.0
Horror,25003072.0
Biography,6144806.0
Drama,6144806.0
Music,6144806.0
Musical,6144806.0
Action,669276.0
Adventure,669276.0
Animation,669276.0
Comedy,669276.0
Fantasy,669276.0
Drama,42880.0
Romance,42880.0
Action,23225911.0
Crime,23225911.0
Drama,23225911.0
Thriller,23225911.0
Adventure,4710455.0
Animation,4710455.0
Family,4710455.0
Fantasy,4710455.0
Adventure,75590286.0
Comedy,75590286.0
Horror,75590286.0
Sci-Fi,75590286.0
Action,218051260.0
Adventure,218051260.0
Drama,218051260.0
Romance,218051260.0
Comedy,161487252.0
Sport,161487252.0
Action,290158751.0
Adventure,290158751.0
Fantasy,290158751.0
Sci-Fi,290158751.0
Action,65807024.0
Comedy,65807024.0
Crime,65807024.0
Drama,65807024.0
Thriller,65807024.0
Comedy,86930411.0
Crime,86930411.0
Horror,53302314.0
Thriller,53302314.0
Drama,40962534.0
Horror,39235088.0
Sci-Fi,39235088.0
Comedy,27338033.0
Romance,27338033.0
Drama,25556065.0
Romance,25556065.0
Sci-Fi,25556065.0
Biography,15785632.0
Comedy,15785632.0
Drama,15785632.0
Sport,15785632.0
Mystery,21973182.0
Thriller,21973182.0
Adventure,4756.0
Family,4756.0
Fantasy,4756.0
Comedy,18653615.0
Drama,18653615.0
Comedy,12189514.0
Romance,12189514.0
Comedy,13019253.0
Crime,13019253.0
Action,18934858.0
Thriller,18934858.0
Adventure,20763013.0
Horror,20763013.0
Thriller,20763013.0
Drama,12782508.0
Biography,11508423.0
Comedy,11508423.0
Drama,11508423.0
Family,11508423.0
Sport,11508423.0
Drama,10660147.0
Romance,10660147.0
Action,7434726.0
Crime,7434726.0
Drama,7434726.0
Thriller,7434726.0
Western,7434726.0
Biography,6109075.0
Drama,6109075.0
Comedy,2708188.0
Drama,2708188.0
Romance,2708188.0
Drama,16123851.0
Fantasy,71975611.0
Horror,71975611.0
Adventure,38119483.0
Comedy,38119483.0
Sci-Fi,38119483.0
Drama,4190530.0
War,4190530.0
Drama,217631306.0
Fantasy,217631306.0
Romance,217631306.0
Thriller,217631306.0
Comedy,176483808.0
Romance,176483808.0
Comedy,144833357.0
Drama,144833357.0
Family,144833357.0
Fantasy,144833357.0
Drama,75597042.0
Family,75597042.0
Sport,75597042.0
Comedy,90636983.0
Family,90636983.0
Sport,90636983.0
Drama,70960517.0
Romance,70960517.0
Comedy,55762229.0
Sci-Fi,55762229.0
Comedy,54235441.0
Drama,54235441.0
Action,50728000.0
Crime,50728000.0
Drama,50728000.0
Mystery,50728000.0
Thriller,50728000.0
Drama,40270895.0
Biography,59696176.0
Drama,59696176.0
History,59696176.0
Action,51483949.0
Fantasy,51483949.0
Thriller,51483949.0
Drama,36020063.0
Thriller,36020063.0
Comedy,33313582.0
Crime,33313582.0
Drama,33313582.0
Thriller,33313582.0
Biography,25842000.0
Drama,25842000.0
Romance,25842000.0
Comedy,22264487.0
Comedy,30659817.0
Drama,30659817.0
Drama,5773519.0
Horror,5773519.0
Sci-Fi,5773519.0
Thriller,5773519.0
Comedy,19351569.0
Crime,19351569.0
Romance,19351569.0
Comedy,49002815.0
Family,49002815.0
Crime,19283782.0
Drama,19283782.0
Romance,19283782.0
Thriller,19283782.0
Comedy,30059386.0
Action,35799026.0
Adventure,35799026.0
Romance,35799026.0
Sci-Fi,35799026.0
Thriller,35799026.0
Crime,17951431.0
Drama,17951431.0
Mystery,17951431.0
Thriller,17951431.0
Comedy,29997095.0
Mystery,29997095.0
Comedy,14252830.0
Music,14252830.0
Action,19783777.0
Crime,19783777.0
Drama,19783777.0
Thriller,19783777.0
Adventure,13555988.0
Comedy,13555988.0
Family,13555988.0
Fantasy,13555988.0
Comedy,12784713.0
Action,10696210.0
Crime,10696210.0
Sci-Fi,10696210.0
Thriller,10696210.0
Action,5974653.0
Adventure,5974653.0
Fantasy,5974653.0
Sci-Fi,5974653.0
Thriller,5974653.0
Comedy,5000000.0
Drama,5000000.0
Musical,5000000.0
Romance,5000000.0
War,5000000.0
Comedy,9694105.0
Family,9694105.0
Romance,9694105.0
Action,16027866.0
Crime,16027866.0
Thriller,16027866.0
Drama,4398392.0
Thriller,4398392.0
War,4398392.0
Drama,1050445.0
History,1050445.0
Music,1050445.0
Romance,1050445.0
War,1050445.0
Action,13746550.0
Comedy,13746550.0
Romance,13746550.0
Comedy,20668843.0
Crime,20668843.0
Thriller,20668843.0
Drama,2963012.0
Mystery,2963012.0
Thriller,2963012.0
Drama,1796024.0
Thriller,1796024.0
Comedy,634277.0
History,634277.0
Crime,11326836.0
Drama,11326836.0
Thriller,11326836.0
Crime,49024969.0
Drama,49024969.0
Mystery,49024969.0
Thriller,49024969.0
Adventure,22294341.0
Comedy,22294341.0
Crime,24362501.0
Drama,24362501.0
Thriller,24362501.0
Comedy,16684352.0
Romance,16684352.0
Action,46700000.0
Adventure,46700000.0
Thriller,46700000.0
Animation,52008288.0
Comedy,52008288.0
Fantasy,52008288.0
Musical,52008288.0
Comedy,8579684.0
Action,42660000.0
Adventure,42660000.0
Comedy,42660000.0
Family,42660000.0
Fantasy,42660000.0
Sci-Fi,42660000.0
Drama,40219708.0
Sport,40219708.0
Comedy,132088910.0
Drama,132088910.0
Romance,132088910.0
Biography,36581633.0
Crime,36581633.0
Drama,36581633.0
Action,25296447.0
Crime,25296447.0
Thriller,25296447.0
Action,24848292.0
Drama,24848292.0
Sport,24848292.0
Horror,17757087.0
Sci-Fi,17757087.0
Thriller,17757087.0
Comedy,9430988.0
Drama,9430988.0
Romance,9430988.0
Comedy,16284360.0
Drama,16284360.0
Drama,6830957.0
Romance,6830957.0
Drama,24104113.0
Mystery,24104113.0
Thriller,24104113.0
Comedy,15593.0
Drama,15593.0
Romance,15593.0
Drama,958319.0
Comedy,69700000.0
Musical,69700000.0
Horror,2840417.0
Sci-Fi,2840417.0
Thriller,2840417.0
Action,242374454.0
Adventure,242374454.0
Adventure,173585516.0
Comedy,173585516.0
Family,173585516.0
Drama,128300000.0
Sci-Fi,128300000.0
Drama,20259297.0
Horror,20259297.0
Sci-Fi,20259297.0
Thriller,20259297.0
Action,153665036.0
Comedy,153665036.0
Crime,153665036.0
Thriller,153665036.0
Comedy,132541238.0
Crime,130727000.0
Drama,130727000.0
Horror,130727000.0
Thriller,130727000.0
Comedy,121697350.0
Music,121697350.0
Action,117224271.0
Comedy,117224271.0
Documentary,117224271.0
Adventure,102922376.0
Horror,102922376.0
Thriller,102922376.0
Adventure,94497271.0
Comedy,94497271.0
Drama,94497271.0
Family,94497271.0
Romance,94497271.0
Horror,137387272.0
Mystery,137387272.0
Thriller,137387272.0
Adventure,82301521.0
Comedy,82301521.0
Family,82301521.0
Romance,82301521.0
Comedy,84518155.0
Drama,80050171.0
Mystery,80050171.0
Thriller,80050171.0
Comedy,81257845.0
Music,81257845.0
Action,70360285.0
Adventure,70360285.0
Fantasy,70360285.0
Sci-Fi,70360285.0
Thriller,70360285.0
Drama,12831121.0
Mystery,12831121.0
Romance,12831121.0
Thriller,12831121.0
Comedy,69148997.0
Crime,69148997.0
Comedy,82624961.0
Drama,82624961.0
Adventure,67325559.0
Comedy,67325559.0
Drama,67325559.0
Family,67325559.0
Mystery,67325559.0
Drama,62933793.0
Family,62933793.0
Music,62933793.0
Romance,62933793.0
Biography,56667870.0
Drama,56667870.0
History,56667870.0
Comedy,56398162.0
Drama,56398162.0
Music,56398162.0
Romance,56398162.0
Comedy,60072596.0
Drama,60072596.0
Romance,60072596.0
Fantasy,56362352.0
Romance,56362352.0
Drama,56154094.0
Romance,56154094.0
Comedy,65623128.0
Crime,65623128.0
Drama,65623128.0
Comedy,48546578.0
Romance,48546578.0
Adventure,48423368.0
Animation,48423368.0
Family,48423368.0
Fantasy,48423368.0
Biography,52066000.0
Drama,52066000.0
History,52066000.0
Adventure,47887943.0
Animation,47887943.0
Family,47887943.0
Musical,47887943.0
Drama,46363118.0
Horror,46363118.0
Mystery,46363118.0
Thriller,46363118.0
Drama,47852604.0
Mystery,47852604.0
Thriller,47852604.0
Animation,45542421.0
Comedy,45542421.0
Drama,45542421.0
Family,45542421.0
Musical,45542421.0
Adventure,42652003.0
Family,42652003.0
Adventure,39737645.0
Comedy,39737645.0
Adventure,37567440.0
Fantasy,37567440.0
Biography,44988180.0
Crime,44988180.0
Drama,44988180.0
History,44988180.0
Crime,39263506.0
Drama,39263506.0
Thriller,39263506.0
Horror,39143839.0
